TransactionID,Date,Category,Merchant,Amount,PaymentMethod
69d37f87-7934-4be9-8d6a-e38ed25c5b51,2025-09-25,Transport,Amazon,22.81,Cash
780c0367-c496-4920-b200-b8c4cdf018dd,2025-06-29,Entertainment,Uber,30.45,Debit Card
8d572243-9c3a-4145-b486-c61c64627b01,2025-03-03,Healthcare,Apple,76.9,Bank Transfer
a29fbb8d-a276-40bb-a443-26ccbdb3bcd0,2025-01-03,Healthcare,Target,11.14,Credit Card
6d9003f9-f23d-4cad-a483-a246da4d9c90,2025-05-09,Utilities,Walmart,36.1,Debit Card
2e3945c0-c887-40e7-9a13-4b1472e1b2b2,2025-05-02,Rent,Starbucks,44.88,Debit Card
cae49278-cc31-4782-8ec9-cb0bd2c3234b,2025-02-22,Utilities,Target,2.38,Credit Card
2f382ff6-35d2-449a-b2b9-0bd3787bfa24,2025-02-20,Shopping,Amazon,46.77,Credit Card
f9b2a3ee-b198-4d09-8023-89f62095d5c1,2025-10-25,Rent,Starbucks,9.35,Cash
68541bd2-30a5-4571-8a95-bf2b53ac6496,2025-07-21,Food,Target,3.36,Debit Card
d9fff93e-8440-45f0-b2ad-165b28f6e107,2025-04-24,Food,Amazon,148.68,Cash
d7e98aa1-8887-4410-81df-dbef879e141c,2025-11-25,Healthcare,Amazon,168.53,Credit Card
7179ee26-0a58-4505-9213-26752c70501f,2025-03-28,Utilities,Uber,82.62,Debit Card
b5d43f62-e80d-4d04-8451-61c81299feb7,2025-03-24,Shopping,Netflix,18.16,Credit Card
d9c6b017-9d5f-4fa0-99b4-01ef4463da7b,2025-09-02,Entertainment,Starbucks,5.14,Bank Transfer
c0e89130-cfc6-46da-b31f-172204e94525,2025-06-28,Utilities,Amazon,57.64,Credit Card
c3170c6a-69e0-4c85-ad12-4d71cc40b131,2025-09-05,Healthcare,Apple,29.0,Cash
635ed931-8566-48ab-b661-ec9a1d908795,2025-04-27,Food,Walmart,6.51,Cash
86b609e0-0289-4677-924c-48b6bbca5f5f,2025-07-14,Entertainment,Apple,34.18,Credit Card
55f78819-cec6-4e4b-b3d4-e61fdfaece17,2025-04-28,Food,Starbucks,1.75,Cash
a2d92b76-048b-4920-b5bb-2268e68eaa26,2025-06-11,Rent,Amazon,120.02,Credit Card
7546f43a-4d14-461f-b1e0-5662f99fddac,2025-03-04,Healthcare,Apple,14.97,Bank Transfer
0e2dfb7d-5f66-49e4-a9d0-7f01943e499a,2025-06-29,Rent,Netflix,54.31,Credit Card
6f9e1571-b80a-461d-a1aa-37de07ddea78,2025-02-05,Rent,Target,18.68,Bank Transfer
ca9d64b8-4a89-4f9c-95b6-42a7c3e6d514,2025-06-12,Rent,Uber,36.71,Debit Card
adf94089-6493-4891-9ede-7294ddea0a04,2025-04-15,Healthcare,Apple,39.56,Debit Card
e599eb3c-7ca2-4fb1-89f3-f624faed7789,2025-10-22,Healthcare,Target,10.22,Debit Card
80318750-ab26-4740-a324-0cc3f2616c99,2024-12-19,Food,Uber,174.64,Cash
845e076f-e197-4a33-a33a-1ace78864d32,2025-09-05,Healthcare,Target,74.61,Credit Card
097ba1e0-8803-4d2e-b372-50bd8c0f8cec,2025-10-26,Shopping,Starbucks,140.25,Cash
3a3aa1db-177f-4237-bd4d-4408cb929324,2025-01-14,Utilities,Target,112.61,Credit Card
59fc02c9-9666-4664-b254-f8013082d8d6,2025-10-13,Transport,Target,45.55,Debit Card
0fc7b91a-2aa3-45b8-8c36-5bda68d565bb,2025-03-01,Food,Amazon,127.47,Cash
2679f7fc-e1e3-4a8c-9dc1-9225b615ee16,2025-09-13,Transport,Walmart,4.63,Credit Card
90e94a10-465b-4958-83b2-b10c8d886650,2025-11-26,Healthcare,Target,10.91,Debit Card
bf0f0bac-d94f-460c-a091-4b1bfc792195,2025-09-14,Shopping,Amazon,2.31,Credit Card
ce926e5a-8cc4-4865-b36a-1e771c7fc1bf,2025-07-30,Healthcare,Netflix,19.68,Bank Transfer
39427d3b-9578-4276-9431-64d28e29efee,2025-03-09,Entertainment,Starbucks,24.61,Debit Card
38b5dcc3-d544-4e76-b335-0ce471c923cd,2025-12-03,Shopping,Apple,15.83,Debit Card
061a2c59-3f24-44d6-85a3-a552f67320a8,2025-02-27,Transport,Walmart,88.23,Debit Card
1072933e-5f6a-470f-b264-1b1f7b073575,2025-01-06,Entertainment,Amazon,22.06,Bank Transfer
6674982c-c6fd-4d36-85e9-9161278df7d5,2025-08-28,Entertainment,Starbucks,16.49,Debit Card
7bc32838-c710-4d8e-9ff2-2ad4763354a7,2025-01-18,Rent,CVS,39.12,Bank Transfer
7881fe1f-5fd9-414e-adc0-c72aba238347,2025-02-27,Entertainment,Apple,7.59,Credit Card
72b16534-eb7c-4bf9-ac4f-df1fb4f158a8,2025-02-01,Transport,CVS,81.02,Debit Card
dbf4824e-27b3-495a-a38f-1a37ad55fcb6,2025-07-02,Utilities,Starbucks,3.87,Debit Card
9fd1e478-7411-477c-bd9e-16e127ecb6fa,2025-06-02,Healthcare,Netflix,216.71,Credit Card
98491a0d-e29d-4bd6-b98b-d3b832a06f4a,2025-02-13,Entertainment,Netflix,73.97,Debit Card
c58d471e-789e-426b-868b-14ac9f9f630a,2025-07-27,Entertainment,Amazon,11.08,Cash
820f8906-2584-4f88-8f3c-70bfa357cf2e,2025-01-11,Utilities,CVS,0.28,Credit Card
39f8cc2b-453a-4265-b084-a89ddfda46d9,2025-10-07,Entertainment,Amazon,84.49,Debit Card
5fee572e-5bb0-492e-bfbf-927cf2ee315d,2025-07-10,Shopping,Apple,61.35,Credit Card
3d7cbbf5-a3ed-47e3-95ef-6fb4d89c2288,2025-11-16,Shopping,Amazon,65.28,Cash
e3eaffbd-b56b-413e-90db-087c0b4a4fac,2025-08-23,Shopping,Apple,73.76,Credit Card
69359b54-aaa3-4db4-8a0e-8894dd99b424,2025-06-06,Entertainment,Target,3.85,Cash
bf7cd250-ae3f-4fb6-b36c-02360adee235,2025-04-22,Entertainment,Netflix,22.19,Bank Transfer
9457e871-3435-4fef-b585-efc45f0c95c0,2025-02-12,Entertainment,Apple,6.16,Bank Transfer
79d82ea1-1118-414e-8969-0c30fe830c3f,2025-03-29,Rent,Uber,99.43,Credit Card
e0da5f98-1fe2-43b9-b8a8-b7ff4af50065,2025-08-28,Food,Netflix,48.82,Bank Transfer
6e0c709d-d1a4-4179-bdea-3d0309a816aa,2025-08-05,Entertainment,CVS,20.09,Cash
9122a8cf-8ff4-40c1-b568-2f19b769c07e,2025-05-10,Food,Walmart,3.28,Credit Card
b33d73cf-0e6b-44a7-954b-344f296b9300,2025-05-11,Shopping,Starbucks,18.62,Debit Card
a7b1babd-4f92-4de6-9868-ad98dceb730a,2025-10-02,Transport,Starbucks,19.67,Credit Card
1ddc8f1b-ff10-4351-8ecc-8f8872c1db27,2025-08-03,Utilities,Netflix,65.39,Debit Card
158cb3d4-d97a-46a2-8c5c-89c7d4395122,2025-06-27,Shopping,Target,50.74,Credit Card
d6a428cf-010f-4dba-944e-8375083c002c,2025-08-14,Rent,Apple,109.11,Cash
01dc1bd9-6982-47d4-9042-30e7c5327b98,2025-08-02,Utilities,Apple,31.95,Credit Card
06f3fe10-9990-4aed-8433-df8b4097017e,2025-07-24,Rent,Walmart,6.37,Credit Card
4b8c8f1a-54e1-423e-ab02-103e4b858b07,2025-08-26,Shopping,Amazon,62.46,Debit Card
b922cf13-6425-4ba6-8f08-83889fa52ef8,2025-10-23,Healthcare,Amazon,71.52,Cash
0794c574-0a0a-41a5-91f5-28d57d2b962c,2024-12-05,Rent,Walmart,41.19,Debit Card
1e10d435-350f-41f0-a954-0853e2f29e3a,2025-06-03,Utilities,Amazon,73.69,Bank Transfer
c23946bc-07f9-4802-bd0f-9e05475826a7,2025-08-06,Food,Netflix,34.04,Bank Transfer
bd9b0e77-5216-440b-8668-be91c8c42602,2025-06-19,Food,CVS,36.98,Debit Card
00da12ad-0ea6-4932-a543-8d2351b9915d,2025-01-26,Rent,Netflix,27.89,Debit Card
d7966a43-2253-4f73-826c-ae7bcd8eac9c,2025-06-16,Food,Starbucks,1.29,Bank Transfer
8b273577-4aee-437f-84a4-6aa2dfa2f79b,2025-11-19,Entertainment,Target,5.71,Debit Card
b1143f07-7f08-4f4e-a9ab-9dd907e38a0f,2025-04-28,Utilities,Apple,1.6,Cash
3430ae00-86c1-41cf-9b01-739350b28d05,2025-03-30,Entertainment,Walmart,50.59,Bank Transfer
96dfe15e-24ae-41da-8d9a-424e9172501f,2025-09-24,Utilities,Starbucks,18.87,Credit Card
dc91e64e-dace-4835-a9c4-5a40033c2db8,2025-08-18,Shopping,Amazon,35.52,Credit Card
81a70b6c-9d8b-4a0f-a066-b2e004585807,2025-05-06,Food,Walmart,119.06,Credit Card
86b8c209-0591-448d-9b4c-5e2af8443c64,2025-08-29,Healthcare,Apple,14.34,Bank Transfer
ea91994a-5ddd-4fbf-97cc-952128a14e3e,2025-01-21,Healthcare,Walmart,26.41,Debit Card
53f82396-d682-4c2f-a3aa-d656f060fa3a,2025-03-03,Entertainment,Apple,70.44,Credit Card
aa0738ed-ae10-4885-935a-7dfd71592723,2025-08-15,Healthcare,Uber,12.99,Debit Card
b1c98631-fb63-4b32-9943-06cab2ebbdf5,2025-08-30,Transport,Uber,4.01,Credit Card
b0e73954-16e7-4bab-811f-124c40af88b7,2025-08-08,Healthcare,Uber,17.11,Cash
634695bb-5c38-47bd-8995-25a8a9ac8e93,2025-04-23,Utilities,Uber,8.79,Cash
618c06a7-a084-4ee5-8ea1-00130a89c64b,2025-09-02,Transport,Uber,132.75,Credit Card
8ec15eda-4028-4188-9086-10714e12bbff,2025-06-06,Utilities,Netflix,82.54,Cash
a92b1857-6a47-4038-a10c-828a20ff4d53,2025-07-11,Utilities,Apple,50.17,Debit Card
52cf1055-2a15-41bb-9250-142d21bb5ee2,2025-08-26,Entertainment,Starbucks,102.58,Credit Card
3ecda688-d3b8-46a4-bae2-194f7251ce2b,2025-03-16,Entertainment,Netflix,81.4,Debit Card
8bbc097f-1028-4c19-a81f-fbe0bac6c907,2025-07-05,Utilities,Starbucks,10.32,Debit Card
2c43d952-057c-49fb-b8a6-6ac157e52935,2024-12-12,Rent,Target,111.54,Cash
0825052c-b09c-42ac-90ab-c4294c67f9c5,2025-10-21,Healthcare,Starbucks,38.75,Debit Card
14d295b3-e04b-4a22-a466-918681e8d7f0,2025-03-14,Entertainment,Amazon,82.37,Cash
e864734a-6800-4ce8-b18d-b2fafc951dd7,2025-05-09,Transport,Amazon,113.21,Credit Card
dc1aa0a4-f197-4305-a16e-96f70f459ba1,2025-03-01,Transport,CVS,19.14,Debit Card
de772b75-7317-449d-b191-47c761a49c4c,2025-07-28,Entertainment,CVS,5.83,Bank Transfer
a90982d7-1b90-406d-836e-e7ca4a0f7f00,2025-08-17,Entertainment,Netflix,12.93,Bank Transfer
7d170774-f2b5-4313-aa9c-94bceca3190b,2025-06-01,Utilities,Uber,27.85,Debit Card
690e7009-89aa-42d2-a5ed-e0bbfb146c46,2025-04-18,Rent,Walmart,85.19,Credit Card
e41fce2d-0f76-4f61-a0c6-8be48dc3dd60,2025-09-18,Utilities,Target,98.57,Cash
565c829c-91ef-43c2-841f-f9e3ae639855,2025-10-30,Food,Apple,0.35,Credit Card
8ee2c098-73b1-4283-b5a3-72a66b8c3f7e,2025-04-01,Healthcare,Netflix,35.74,Cash
e190b907-26e0-4371-b3cb-69eafe91f7ea,2025-06-06,Healthcare,Starbucks,27.01,Cash
d385a488-13b2-4f24-b85a-f5c967b20991,2025-02-24,Food,Amazon,12.56,Credit Card
90b89aa3-0a23-4307-80bc-fd61ed15b69c,2025-08-17,Healthcare,CVS,6.38,Bank Transfer
8701f821-e672-4bfa-b3dd-106969315769,2025-07-01,Healthcare,Uber,20.6,Credit Card
89f14460-ae46-4146-b94f-c5d0002fffbc,2025-06-30,Entertainment,Walmart,143.16,Debit Card
97140996-190a-4c0f-91fd-cfa4045aa145,2025-11-12,Utilities,Netflix,19.52,Debit Card
ac6b3c94-03fd-4cf5-8447-1f6921e21337,2025-04-24,Utilities,Walmart,36.57,Debit Card
cc8f2b43-2947-40a0-8726-e103ac15130f,2025-07-21,Shopping,Apple,60.7,Cash
2e9238a5-03aa-4aa6-a6ae-106e2615a092,2025-02-03,Utilities,Uber,22.6,Bank Transfer
54effe62-ae66-4849-9304-e47172a5207f,2025-01-26,Transport,Uber,178.39,Credit Card
6b39f980-e91a-4199-ae33-89927d79368f,2025-03-22,Food,Target,164.1,Bank Transfer
a49cc774-938f-423b-ae10-5eb80c88a805,2025-02-06,Rent,CVS,14.5,Credit Card
4743b7d6-7793-423e-8825-c934481394d1,2024-12-22,Transport,Amazon,34.38,Debit Card
3daecd7b-407d-4002-801f-8f7b5de580b8,2025-05-18,Shopping,Starbucks,17.9,Cash
ae0f54d1-f9f6-4147-a2bc-49eba926fc92,2025-04-12,Entertainment,Uber,16.76,Bank Transfer
a1619a14-5bb7-4052-9655-8c19cd7d0fc0,2025-01-02,Entertainment,Amazon,1.88,Bank Transfer
ce312fd6-65c7-4587-8665-0b21ff2d9320,2025-01-10,Rent,Netflix,47.02,Bank Transfer
76aabaef-2792-4353-a053-c45db5f5b818,2025-10-24,Food,CVS,34.93,Cash
51d926de-e93d-4124-8543-7470229acb26,2025-07-06,Transport,Netflix,2.64,Bank Transfer
d1b1515e-b6ec-4232-bebc-2bc99fbda08f,2025-11-04,Shopping,Uber,16.33,Bank Transfer
250b7ac4-8e22-4db3-b8cf-aada5698410e,2025-11-24,Shopping,Uber,119.44,Debit Card
f9297b64-ff07-47e6-8e06-94434afed8d7,2025-03-26,Utilities,Netflix,13.69,Bank Transfer
8f2990f6-0e04-486d-b7ed-a82347f09858,2025-02-15,Food,Target,7.83,Cash
f7e3d7bc-f27f-440d-8f0e-e8289b168e9e,2025-11-11,Healthcare,Netflix,33.61,Credit Card
660ce1db-1c9e-45cb-a340-72966c459f09,2025-08-21,Rent,Apple,212.2,Debit Card
04a6610e-8ef0-4a55-9e0c-0f58a2ec5116,2025-05-21,Transport,CVS,13.86,Credit Card
4e3b4852-102c-47a1-8ce4-0819b501ea75,2025-03-26,Food,Amazon,55.76,Bank Transfer
198609ab-42dd-41d7-964a-d89afb5f3175,2025-10-10,Healthcare,Amazon,71.69,Credit Card
6e892931-1857-4736-b8ae-97b3d321ceed,2025-11-12,Utilities,Amazon,13.57,Bank Transfer
5345f3c4-6b05-4c6b-ab6f-71142aaf2918,2025-12-03,Healthcare,Apple,65.14,Cash
4f2369c8-3712-4e57-8a28-9d9078dd2eeb,2025-05-13,Food,Netflix,22.93,Credit Card
4aea224a-f9f2-4b2d-8133-9b7356f0a95a,2025-03-12,Healthcare,Apple,50.03,Debit Card
6ea71fcb-098d-4808-8e11-87d4fbf87ad1,2025-01-16,Healthcare,Apple,50.19,Debit Card
88c2804d-163a-4253-baab-d9aa940b1a93,2025-05-01,Healthcare,CVS,38.37,Credit Card
10b698a3-e045-47cf-852f-f4f4e9b453bc,2025-02-26,Shopping,Starbucks,4.73,Cash
985116c5-327a-4215-822e-664c15d2acb7,2025-11-23,Entertainment,Target,90.18,Bank Transfer
16b25901-d614-4f0b-96c9-ccb2604dbf94,2025-03-30,Rent,Walmart,19.34,Credit Card
ae34a6c6-3e9f-4c01-bb99-c65e26040135,2025-01-20,Healthcare,Netflix,10.32,Debit Card
cc622561-5ba5-465d-a827-15cf06fb604e,2025-03-17,Transport,Target,2.08,Bank Transfer
3864ed0d-a531-413f-a49b-e2a16c7ac036,2025-09-05,Shopping,Starbucks,44.69,Credit Card
bd573f02-3170-40d7-94e1-ed4bd4a920e8,2025-07-12,Transport,Amazon,56.59,Cash
f92dc758-feb7-495c-8c2b-6a81f3ab1a75,2025-02-19,Rent,Uber,0.84,Credit Card
fe9ef400-da83-4fba-9f40-bceb4481e81f,2025-11-25,Healthcare,Amazon,35.88,Credit Card
513bdc10-06d0-4126-b1d7-a0303a2bd49f,2025-05-08,Utilities,Netflix,12.84,Cash
801966df-d219-4e8c-8794-c1ea9eafe942,2025-03-24,Transport,Walmart,51.81,Credit Card
65a46b75-e1ac-4f2e-9a69-c5af760baa54,2024-12-03,Entertainment,Netflix,9.58,Cash
df73fdd1-a8ad-4433-a4f9-1f92b44b5f64,2025-08-12,Food,Apple,58.71,Debit Card
88755843-5847-4a42-a7f3-8ecc6a71822b,2025-09-30,Shopping,CVS,24.45,Debit Card
6e9f10fd-2f3a-4101-be2f-b047e3d2dc6f,2025-11-22,Healthcare,CVS,138.02,Bank Transfer
2876d3a8-6690-4576-84ab-60d11956d593,2025-08-17,Transport,Starbucks,7.4,Cash
b7ba5521-72e5-42aa-89d7-1f6faab83a2f,2025-09-05,Entertainment,CVS,20.86,Cash
3f705c68-62f0-406b-a8c2-ba158a82e56f,2025-09-22,Healthcare,CVS,6.02,Bank Transfer
f6d74fbe-4eb0-4a88-af55-91f80a95b319,2024-12-06,Food,CVS,129.31,Bank Transfer
ecd912a3-3176-4a50-bffc-dfd62ad88a0c,2025-01-05,Utilities,Starbucks,104.92,Cash
d2798527-97c7-4135-8a5b-1380ac697207,2025-03-27,Entertainment,Apple,14.92,Debit Card
a2d226fd-4cb1-414e-9611-0cb33f653721,2025-03-14,Healthcare,Netflix,53.94,Credit Card
c6d06e08-d672-48a0-bd34-591c977549a4,2025-11-06,Healthcare,Netflix,84.97,Bank Transfer
e0f6f877-ae9b-4484-b3da-3201e505dd26,2025-10-14,Entertainment,Target,40.51,Credit Card
1098b0e2-f059-4815-9659-0bbb684b668a,2025-08-30,Utilities,Apple,37.71,Cash
9e122c9c-6872-4638-9803-75ffc5dc7d41,2024-12-03,Rent,Uber,13.84,Credit Card
cfca544d-201c-4fc2-8502-a937b62b4d91,2025-06-26,Utilities,Apple,4.89,Cash
92305d97-4ae6-44d0-a5a9-b1fde4ea4f81,2025-04-25,Rent,Netflix,113.76,Cash
16ae56dc-1cab-47b2-b4e2-e07fccf86d8b,2025-07-26,Food,Apple,115.34,Credit Card
ab2c950e-a1fe-400b-99ad-7bda4f72bbac,2025-07-17,Transport,Uber,50.13,Bank Transfer
520dd4c4-6904-476d-b674-35395695f494,2025-05-07,Rent,Netflix,20.7,Bank Transfer
206968f4-ec65-4ac6-98d8-c70d9a35d45b,2025-08-14,Rent,Netflix,21.48,Debit Card
65ba9460-9881-440a-bc94-19c55edb924e,2025-05-19,Entertainment,Starbucks,64.72,Debit Card
c2d89a6f-a9f9-4c56-ba53-6b6159894e67,2025-10-16,Rent,Apple,113.7,Bank Transfer
cad5bce2-72c4-4550-b79d-740b9e27da09,2025-02-06,Healthcare,Starbucks,109.06,Bank Transfer
c3f20618-b817-49e3-808b-7e300facdb9c,2025-04-17,Healthcare,Apple,75.68,Cash
d11904de-1a78-4db2-849b-2716b2b1a25d,2025-09-17,Shopping,Target,51.37,Credit Card
b5c8a5ea-ed56-45fc-bd45-2f7cf651132a,2025-04-04,Entertainment,Walmart,4.39,Bank Transfer
16d057a0-c251-4013-9555-4a25373fc699,2025-04-29,Rent,Walmart,8.81,Bank Transfer
2fcfdda9-c7ad-4637-8463-c3b89ec1bb24,2025-05-23,Utilities,Uber,114.41,Credit Card
bdb204f5-d729-4ab4-bd6e-f87608fcac27,2025-04-06,Entertainment,Uber,46.62,Bank Transfer
648d1603-7c69-401f-84e8-1e5d18996063,2025-01-17,Entertainment,CVS,0.46,Debit Card
2588c5ca-f68c-4e3f-a842-5654e7663f3a,2025-10-02,Rent,CVS,5.35,Bank Transfer
07a590ff-cb37-4b3e-b304-0e518fdaa61f,2025-03-15,Shopping,Walmart,54.46,Cash
ec364700-d249-4de3-b76a-dea3a0a25cd3,2025-03-25,Transport,Apple,0.25,Credit Card
b70d072a-b783-4c36-b73b-85d63e9a9e5a,2025-10-31,Shopping,Netflix,8.77,Credit Card
d9dbb960-de68-4a05-b346-2db487218569,2025-01-17,Transport,Apple,39.78,Credit Card
5ebacb0a-602d-45e6-98fe-22129733b368,2025-07-20,Transport,Walmart,58.87,Bank Transfer
0591a848-50e0-43ae-aea4-4e3a8ad9bd87,2025-10-02,Utilities,Walmart,52.77,Credit Card
45019167-ca15-46cc-816d-4b5fa532cfd5,2025-09-30,Entertainment,Walmart,12.7,Cash
c89e0352-fc4f-4e67-bca7-83a62fd0d7ea,2025-03-10,Utilities,Target,62.27,Debit Card
4e1f1a4f-2727-4825-b20a-e50bbe254b4e,2025-01-28,Shopping,Netflix,13.54,Cash
685ef8d4-aa2c-4ceb-ba3e-66f8d6856648,2025-07-15,Utilities,Amazon,19.68,Bank Transfer
5e4668ed-65a7-46d7-8b64-70502735fbca,2025-11-09,Food,Walmart,68.62,Cash
3eccb346-c397-4673-912f-c155640644a3,2025-06-04,Rent,Starbucks,52.44,Bank Transfer
a525310a-e8e1-4802-8832-c804de5ac185,2025-05-11,Healthcare,Apple,94.6,Cash
a46f8c9f-e06b-43b6-bc4e-b6ca492b2187,2025-06-28,Shopping,Target,53.59,Credit Card
869fda0a-eeef-4c51-bf10-4bf6165c86bc,2025-01-15,Shopping,Target,42.0,Credit Card
061079c9-c3e3-48bf-98a2-6fffdab032c6,2025-10-14,Healthcare,Starbucks,4.92,Bank Transfer
77617314-87c4-4590-a054-9ec13ec8e8fd,2025-10-21,Food,Walmart,22.92,Credit Card
d3a0bf91-7215-421e-9d3c-147ba574b0c6,2024-12-05,Utilities,Starbucks,15.41,Credit Card
6dd55c65-b683-4b1f-8b04-6e00ce136101,2025-05-03,Rent,Uber,13.99,Credit Card
d7d79b01-d088-49b0-8df4-13bff09875cc,2025-03-24,Utilities,Walmart,180.62,Bank Transfer
a84b76f9-3103-4f20-bc23-21ec14652e6d,2025-04-20,Shopping,Starbucks,24.97,Credit Card
c4a59941-fc36-46d5-a44d-7cd614a1211b,2024-12-26,Utilities,Uber,111.3,Debit Card
91385461-2a47-455c-b761-38decf803acc,2025-06-09,Healthcare,Amazon,49.87,Bank Transfer
e088f55c-1de6-4f44-9e7a-606d4059eb13,2025-03-28,Shopping,Walmart,79.19,Cash
1d79cbb7-14f7-4131-b8c1-5fb69690610c,2025-05-05,Shopping,Target,34.92,Bank Transfer
b4efce6c-3eb0-4fd3-b6aa-95dd40ce45a3,2024-12-11,Transport,Netflix,43.01,Debit Card
70ded441-3342-4758-9c79-c78807015fa7,2024-12-11,Rent,Amazon,33.91,Credit Card
f5bb6d7d-6e90-4efd-bb5b-69901d66b65f,2025-04-23,Food,Uber,10.86,Debit Card
dbf23935-8a07-4669-8edf-cdc049f47da3,2025-08-10,Transport,Starbucks,64.09,Cash
47f6bc10-2c68-4a4d-811c-ce11b25dcad9,2025-10-12,Healthcare,Starbucks,16.48,Credit Card
ecf913d8-3a3e-4c17-b19c-a0147e13d67d,2025-07-06,Utilities,Target,1.23,Bank Transfer
12bdff88-cfbe-451d-bf1e-b99863abadb3,2025-10-01,Utilities,Netflix,51.85,Credit Card
c08328b7-9112-4485-81d8-288527b9b222,2025-09-26,Transport,Uber,9.75,Bank Transfer
3e172dc9-7bc2-4dac-97ee-352846cc3c54,2024-12-16,Entertainment,CVS,141.05,Bank Transfer
0ecf4809-930a-4dda-8b73-34d03da2c676,2024-12-29,Food,Target,153.88,Credit Card
e478ee71-7517-4e3a-8ab1-b68d9e9e9904,2024-12-12,Shopping,Uber,123.18,Cash
5adc0e48-d553-4c73-a56a-d918239bc296,2025-04-29,Utilities,Target,23.11,Debit Card
457d7dad-dd78-456e-ab05-ea16748ba42f,2025-03-19,Healthcare,Walmart,0.78,Bank Transfer
b7dc48e5-0992-47be-bd0f-309ae20ad45d,2025-06-15,Utilities,Walmart,131.78,Cash
ebb2ef84-1f77-4f5a-8027-7760a75e41e2,2025-03-31,Food,Apple,27.95,Bank Transfer
492e8438-699d-4a2d-98aa-a6a5ca7caa17,2025-07-25,Entertainment,Walmart,170.04,Bank Transfer
25111f8b-83da-48c9-a89d-fcd9c74dc1e1,2025-04-06,Shopping,Amazon,165.69,Cash
32dad605-5670-40e3-97d0-c876cdb58537,2025-10-27,Shopping,Walmart,95.87,Cash
052d8782-4230-4ad1-8b30-a56866d9b1cd,2025-11-25,Transport,Uber,17.44,Credit Card
6903ce4f-6f4d-4c0d-b878-9785cd12a2c3,2025-10-31,Rent,Target,24.31,Cash
6ee4e551-28af-4b44-ab08-af9373011ff7,2025-02-02,Transport,CVS,95.24,Cash
38169176-18a4-43e3-be83-794ef6c9f5ab,2025-02-20,Healthcare,CVS,19.06,Bank Transfer
138570d1-c9f8-4ef4-a4a6-c07bc1e8ffb6,2025-04-03,Food,Apple,9.29,Debit Card
e5927928-4724-4c88-ba2a-6e896222f128,2025-02-17,Transport,Apple,40.69,Bank Transfer
7e5ab5b3-f430-42c9-be0d-cc6a4a92e3af,2025-07-10,Rent,Starbucks,137.56,Cash
f8281a55-2620-4996-9e75-d94e6dc81e62,2025-08-04,Entertainment,Walmart,59.54,Credit Card
d4f69510-dca0-40cd-9518-1e9ee41069bd,2025-06-02,Utilities,Target,42.21,Bank Transfer
417c114a-45e8-435b-977a-36d320bb4b06,2025-02-25,Healthcare,CVS,5.11,Credit Card
adc3b912-038f-427b-a7db-e9dcbddeb4eb,2025-03-11,Shopping,Amazon,47.73,Credit Card
